微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
J5TlUjMfF,大家好，我是青龙山刚昌，有想不通的案件可以找我——@但世界拥挤不堪  ,,无,无,无,2020-06-09 23:11,微博 weibo.com,552,7,54
J5SXz0ArT,见到营销号该如何处置？学会这三招让你不再烦恼！——ll一_一o  ,,无,无,无,2020-06-09 22:11,微博 weibo.com,937,14,52
J5SI8bVeP,“不管你是什么网，都得给我戒了！”杨永信对着蜘蛛大喊道。——竹清海芋  ,,无,无,无,2020-06-09 21:33,微博 weibo.com,859,25,43
J5Szcp9r7,请了美女家教后，孩子每天一点就透——冰峰好喝  ,,无,无,无,2020-06-09 21:11,微博 weibo.com,836,11,44
J5SjMcpyq,相扑运动员真是个肥差。——1上古战龙1  ,,无,无,无,2020-06-09 20:33,微博 weibo.com,213,4,22
J5SaQprO9,因为墙太厚匡衡没凿穿 但是屋里亮起了正道的光——00章鱼哥0  ,,无,无,无,2020-06-09 20:11,微博 weibo.com,420,7,24
J5RMurfhd,世界拖延症大赛至今仍未举办——弱小无助的Lee  ,,无,无,无,2020-06-09 19:11,微博 weibo.com,672,31,85
J5RBBBtXZ,#弱智吧每周最佳# 2020年第25周，还是四选一，大家投吧。1、写论文太入迷晕倒了，清醒过来后“水...水...水”导师把我写的论文塞我嘴里了 2、你以为你战胜了命运，其实战胜命运也是命运的一部分。所以命运其实就是个大型套娃3、去驾校学车，学了一个月还是学不像4、有异食癖的小明非常喜欢吃食堂饭菜 弱智吧2020年第25周                                 ,,无,无,无,2020-06-09 18:44,宣和四年的Android,8246,120,159
J5Ro8uVpD,殡仪馆开业，我送几具尸体当贺礼他们为什么要报警？——竹清海芋  ,,无,无,无,2020-06-09 18:11,微博 weibo.com,754,20,33
J5R6GFPET,口水这东西真是唾手可得。——1上古战龙1  ,,无,无,无,2020-06-09 17:28,360安全浏览器,404,15,30
J5Pp0wbv5,乾隆微服私访被人发现，赶紧穿上了衣服。 ——@本当饺子大  ,,无,无,无,2020-06-09 13:07,宣和四年的Android,349,2,30
J5OOHr3PC,为啥钢铁侠死了？因为人铁定出事。 ——@奇思乱想吧  ,,无,无,无,2020-06-09 11:38,宣和四年的Android,764,22,51
J5OjE01Kd,皇后视角也叫上帝视角——@本当饺子大  ,,无,无,无,2020-06-09 10:21,宣和四年的Android,617,9,54
J5Kko9p4P,一个笼子里有15个头，50条胳膊问笼子里有多少杨过和哪吒？ ——@守护最好的谐音梗  ,,无,无,无,2020-06-09 00:12,宣和四年的Android,1368,65,117
J5JDyw9bl,【类似投稿两则】小李在街上碰到了一个老人，花了几万块——@段子手陈二狗小李在街上碰到了一个老人，但没有碰倒，原来碰到的是不倒翁——@但世界拥挤不堪  ,,无,无,无,2020-06-08 22:27,宣和四年的Android,344,1,23
J5JydhJjX,少林十八铜人因常年修炼铁布衫竟缓慢发生置换反应。 ——@我折返这古堡  ,,无,无,无,2020-06-08 22:13,宣和四年的Android,456,35,32
J5Jbp7iYn,我们以后的骨灰盒，也叫韭菜盒子。          ——@段子手陈二狗 （本条撞梗，已编辑）  原图 ,,http://wx1.sinaimg.cn/large/006gMemDgy1ggo7d60cujj30hs12jwfo.jpg,无,无,2020-06-08 21:17,宣和四年的Android,2459,1605,174
J5II46ktb,小李去做亲子鉴定，结果呈杨姓。 ——@段子手陈二狗  ,,无,无,无,2020-06-08 20:05,宣和四年的Android,504,15,35
J5IAOD503,稍后，记者以身体不适为由，借故留在了足浴店过夜。 ——@Siri男友的哥哥  ,,无,无,无,2020-06-08 19:47,宣和四年的Android,419,7,39
J5IrRFh5q,导演：这位演员请用你蹩脚的演技演一下铁拐李 ——老罗叔  ,,无,无,无,2020-06-08 19:25,宣和四年的Android,275,5,15
J5Il4CwNk,希望我的每个人格都能有独立思考的能力。 ——@WithMeNow  ,,无,无,无,2020-06-08 19:08,宣和四年的Android,369,9,23
J5HYW49ai,弘扬正能量的过程满足能量守恒定律吗？ ——@欢欢是个废物  ,,无,无,无,2020-06-08 18:14,宣和四年的Android,976,58,50
J5HQViGNB,为什么美国要宵禁，因为害怕宵战——@本当饺子大  ,,无,无,无,2020-06-08 17:54,宣和四年的Android,18092,2168,682
J5HI6DICY,课上被点名回答问题，可我答不上来只好顺势为大洋彼岸的罹难者默哀三分钟——@蒼井十一  ,,无,无,无,2020-06-08 17:32,宣和四年的Android,569,9,17
J5H143fmS,文物修复专家正耐心地将这堆骨灰复原成骨头。 ——@新之助和破坏球都有屁屁神功  ,,无,无,无,2020-06-08 15:46,宣和四年的Android,299,4,19
J5GU40ml1,小王想在朋友圈晒自拍，却怎么也发不出去，原来她穿了防晒衣 ——@但世界拥挤不堪  ,,无,无,无,2020-06-08 15:29,宣和四年的Android,371,3,21
J5FdysUKR,一个回答  原图 ,,http://wx3.sinaimg.cn/large/006gMemDgy1gfkpium9cbj30u05n1x6p.jpg,无,无,2020-06-08 11:12,宣和四年的Android,2571,385,139
J5AxKb7pQ,研究表明人在跳楼时体内分泌物会直线下降——@蒼井十一  ,,无,无,无,2020-06-07 23:18,宣和四年的Android,422,16,41
J5AjWpyfe,你连铑铯铍的原子序数都不知道，有什么资格当老色批？ ——@但世界拥挤不堪  ,,无,无,无,2020-06-07 22:44,宣和四年的Android,1266,38,70
J5AaSFBb2,今天是我的前女友和她前男友的婚礼而我是她的现任 ——@INJY4  ,,无,无,无,2020-06-07 22:21,宣和四年的Android,632,14,62
J5zRAgLTz,比起段子，应该还是我的论文更加搞笑一点。——@柒踪  ,,无,无,无,2020-06-07 21:34,宣和四年的Android,1126,112,54
J5zuvuiN4,#弱智吧每周精选# 2020年22&23周  [组图共2张] 原图 ,,"http://ww1.sinaimg.cn/large/006gMemDgy1gfk089e1fxj30ri6que81.jpg,http://ww3.sinaimg.cn/large/006gMemDgy1gfk08br7exj30ri8yeu0x.jpg",无,无,2020-06-07 20:37,宣和四年的Android,265,102,31
J5z3xhQ7h,我发现我家闺女是个男的，所以我改叫她闺儿子。 ——@Planey_  ,,无,无,无,2020-06-07 19:30,宣和四年的Android,401,37,42
J5yj1z6Ec,您已接到饿了么订单，订单内容：暂时还没饿。——柛  ,,无,无,无,2020-06-07 17:36,宣和四年的Android,299,2,17
J5xtX4pvD,公水母求职路上多次碰壁，被拒理由“不要男妈妈” ——@咕咕鸡咕咕咕嗝  ,,无,无,无,2020-06-07 15:30,宣和四年的Android,419,11,21
J5xiMFtRC,“我们不是同类吗？你为啥要难为我？”水哭着问沧海。 ——@Nardin  ,,无,无,无,2020-06-07 15:02,宣和四年的Android,448,12,37
J5x1mrq2K,这棺材埋了一年多了，里面怎么还没长出死人? ——@新之助和破坏球都有屁屁神功  ,,无,无,无,2020-06-07 14:20,宣和四年的Android,379,5,34
J5vFMktDh,昨天下雨，今天下三分，明天下午要不要一起出去吃个饭？ ——@但世界拥挤不堪  ,,无,无,无,2020-06-07 10:54,宣和四年的Android,614,59,55
J5r57yksO,有请冥婚司仪将男女双方骨灰搅拌均匀——老罗叔  ,,无,无,无,2020-06-06 23:12,宣和四年的Android,1435,198,57
J5qCyAelq,在床底下发现一只手，我跟它玩起了石头剪子布。——cool信徒  ,,无,无,无,2020-06-06 22:02,宣和四年的Android,803,18,51
J5qaCq0sE,买了几十套视力表让孩子背，结果孩子视力测试还是不合格！可怎么办啊——此吧右上角之父  ,,无,无,无,2020-06-06 20:53,宣和四年的Android,1078,17,28
J5ptt4xEA,咱们八字不合，你是外八字，我是内八字 ——@冷场场长  ,,无,无,无,2020-06-06 19:07,宣和四年的Android,310,4,22
J5piC02Zi,在激烈的火拼中，王警官成功击毙了自己 ——@INJY4  ,,无,无,无,2020-06-06 18:40,宣和四年的Android,537,12,46
J5p1l2bpd,你是我的菜，可以上菜了吗？ ——@肉肉lin  ,,无,无,无,2020-06-06 17:57,宣和四年的Android,314,6,33
J5oBgbdIw,面对空手接白刃的大师，小流氓把刀涂上了绿色油漆 ——@守护最好的谐音梗  ,,无,无,无,2020-06-06 16:53,宣和四年的Android,315,5,30
J5o1qjkEr,细心的朋友可能会发现，自己是一个细心的人 ——@守护最好的谐音梗  ,,无,无,无,2020-06-06 15:25,宣和四年的Android,562,13,43
J5nHFfvJ8,七岁男童不幸走丢，父亲急忙挂失 ——@美人驴战士  ,,无,无,无,2020-06-06 14:36,宣和四年的Android,548,10,30
J5nlvcuuv,刚想到一个梗，结果脑海里浮现一句话：“梗神撤回了一条消息。” ——@Nardin  ,,无,无,无,2020-06-06 13:42,宣和四年的Android,501,8,14
J5mw9wKML,店员帮vip客户积分后，算出了他们的体积。 ——@咕咕鸡咕咕咕嗝  ,,无,无,无,2020-06-06 11:35,宣和四年的Android,433,21,27
J5m8Dly0Q,“看到没有，和我作对的下场就是这样。”唐伯虎指着吐血的对穿肠说到。 ——@WithMeNow  ,,无,无,无,2020-06-06 10:37,宣和四年的Android,437,10,29
J5l8Yd5Kq,养猫也是一种舔狗。——@一只犀利的花蚂蚁  ,,无,无,无,2020-06-06 08:05,宣和四年的Android,391,14,31
J5hDVhaXT,马来西亚通过扩建大使馆成功吞并新加坡——@咩哈哈altime  ,,无,无,无,2020-06-05 23:11,微博 weibo.com,867,23,29
J5hfzfd2f,你以为你战胜了命运，其实战胜命运也是命运的一部分。所以命运其实就是个大型套娃——贴吧用户_5XVt7yy  ,,无,无,无,2020-06-05 22:11,微博 weibo.com,1417,279,56
J5gRdgvcB,小丽决定给小明全世界最伟大的爱，于是她和小明的父亲举行了婚礼——seeaku611  ,,无,无,无,2020-06-05 21:11,微博 weibo.com,521,13,20
J5g4voKEa,人被杀就会死，可惜，我不是人——沃斯人生  ,,无,无,无,2020-06-05 19:11,微博 weibo.com,574,20,69
J5fhNtV0i,案发现场有三个脑袋和八条腿，经过王警官的严密推断有一只兔子和两只鸡——00章鱼哥0  ,,无,无,无,2020-06-05 17:11,微博 weibo.com,576,15,57
J5ev5yomR,为什么手雷要拔环儿再扔，直接扔过去等对面拔环不就好了么——Kabooooooooom  ,,无,无,无,2020-06-05 15:11,微博 weibo.com,994,14,64
J5dInz4yq,小王不敢看血腥电影，王老汉见罢撒上葱姜蒜去腥——Alonenium  ,,无,无,无,2020-06-05 13:11,微博 weibo.com,443,11,30
J5cVFEu1m,鹰派高层缺席疑似转入鸽派——xxxxoYY  ,,无,无,无,2020-06-05 11:11,微博 weibo.com,468,10,27
J5c8XFtXE,刽子手回头率太高，评判业绩不合格——草原上的暗杀者  ,,无,无,无,2020-06-05 09:11,微博 weibo.com,248,3,16
J5bmg8InF,最新发明:隐形三角警示牌——大神周℡  ,,无,无,无,2020-06-05 07:11,微博 weibo.com,253,5,46
J58dqk2WU,同学们，我们这节课要学习的内容是“如何拆卸并组装自己的同桌”——@蒼井十一  ,,无,无,无,2020-06-04 23:11,微博 weibo.com,345,6,28
J57P4qbrR,“看看你家孩子干的好事！”班主任当着小明家长的面把一张奖状拍在桌子上。——油炸小仙男  ,,无,无,无,2020-06-04 22:11,微博 weibo.com,779,12,29
J57qItRZK,蚂蚁森林竟只是一片草地！——随乐之翼  ,,无,无,无,2020-06-04 21:11,微博 weibo.com,328,6,20
J56Um4aU1,结婚以后生谁的孩子？——@別偷我懶  ,,无,无,无,2020-06-04 19:51,宣和四年的Android,595,8,42
J56E0szjh,你这杯不喝就是看不起我！酒驾司机端着杯子对交警劝起酒来。——老罗叔  ,,无,无,无,2020-06-04 19:11,微博 weibo.com,340,6,22
J55RiCx4J,我是树木植保员，负责辨认树木的年龄，撒哈拉大森林里每一棵树的年龄都是我弄清楚的。——SH夏福  ,,无,无,无,2020-06-04 17:11,微博 weibo.com,389,4,29
J554B133b,“找对象要先看条件”，物理老师强调——随乐之翼  ,,无,无,无,2020-06-04 15:11,微博 weibo.com,525,22,27
J54hT1l8w,被苍蝇打扰了几个小时后，我意识到自己就是一坨屎——随乐之翼  ,,无,无,无,2020-06-04 13:11,微博 weibo.com,598,66,42
J53vb4MzR,光拼质量是不行的，但光可以拼速度——随乐之翼  ,,无,无,无,2020-06-04 11:11,微博 weibo.com,479,19,38
J52ItdTa8,如果天空没有云，太阳一定很寂寞吧——seeaku611  ,,无,无,无,2020-06-04 09:11,微博 weibo.com,506,15,82
J51VLhB0q,表演完大变活人的魔术师好像变了个人——月夜魔术师  ,,无,无,无,2020-06-04 07:11,微博 weibo.com,254,6,22
J4Z1uxTkh,谁能想到，欧阳修为了过儿童节自号六一居士。 ——@Nardin  ,,无,无,无,2020-06-03 23:46,宣和四年的Android,428,9,25
J4YhOgCrN,鱼在一块水里的石头上刻下了到此一游。 ——@段子手陈二狗  ,,无,无,无,2020-06-03 21:54,宣和四年的Android,734,72,49
J4XOtsYHS,生当做仁杰！——狄仁杰投胎前发誓。——@但世界拥挤不堪  ,,无,无,无,2020-06-03 20:42,宣和四年的Android,611,47,33
J4XrM5z47,医生，隆胸能打折吗？可以，一波三折。  ——@段子手陈二狗  ,,无,无,无,2020-06-03 19:46,宣和四年的Android,229,5,22
J4Xrihv9n,留连戏蝶时时乐彩票，自在娇莺恰恰香瓜子——@但世界拥挤不堪  ,,无,无,无,2020-06-03 19:45,宣和四年的Android,332,6,20
J4WTzmMKV,现在的美国人，也叫殴尼酱。 ——@段子手陈二狗  ,,无,无,无,2020-06-03 18:21,宣和四年的Android,1012,60,82
J4W7PCWT5,蚊子用生命换来一次掌声。——SH夏福  ,,无,无,无,2020-06-03 16:24,360安全浏览器,998,49,77
J4VCSrfUa,考试中摄像头突然对准我可是我不会才艺这可怎么办呀？——@蒼井十一  ,,无,无,无,2020-06-03 15:08,宣和四年的Android,605,20,50
J4V7L9k1a,人这一辈子啊，眼睛一闭一睁，一秒就过去了——@OnlineAtonement  ,,无,无,无,2020-06-03 13:51,宣和四年的Android,550,6,47
J4ULnwSHy,没用完的钱先不要丢，跟着小编一起来看看还有啥妙用吧。——@新之助和破坏球都有屁屁神功  ,,无,无,无,2020-06-03 12:56,宣和四年的Android,647,18,36
J4Ux62wVZ,经过核磁共振，老人的骨灰已经抖匀了——老罗叔  ,,无,无,无,2020-06-03 12:21,宣和四年的Android,514,5,23
J4Ub5p15e,写论文太入迷晕倒了，清醒过来后“水...水...水”导师把我写的论文塞我嘴里了 ——@守护最好的谐音梗  ,,无,无,无,2020-06-03 11:26,宣和四年的Android,2372,272,101
J4SKeijls,面对黑人的质问，白人警察表示自己跪久了起不来了。 ——@宇宙级树莓酱  ,,无,无,无,2020-06-03 07:47,宣和四年的Android,1396,86,66
J4OBS08z8,小孙因不服一审判诉被告知憋着——@是阿珍少女吗  ,,无,无,无,2020-06-02 21:16,宣和四年的Android,326,5,24
J4OoOEHL1,剧本塑造的人物都很丰满，都有36D——@快银的鸡排  ,,无,无,无,2020-06-02 20:44,宣和四年的Android,374,6,24
J4O0mttZB,皇上的马眼是叫龙眼吗？——@Dijoftf  ,,无,无,无,2020-06-02 19:43,宣和四年的Android,1115,41,139
J4NLDnSbv,良言一句三冬暖，偷得浮生半日闲。——@是阿珍少女吗  ,,无,无,无,2020-06-02 19:07,宣和四年的Android,377,13,44
J4NBc3vPF,搬起石头砸自己的屌。——@是阿珍少女吗  ,,无,无,无,2020-06-02 18:41,宣和四年的Android,750,8,81
J4N99zi8s,自从我记事起，我就失忆了。——@是阿珍少女吗  ,,无,无,无,2020-06-02 17:32,宣和四年的Android,381,17,24
J4MR2tRow,凭什么“形容词”是个名词，但“名词”不是形容词？——@雾绯·  ,,无,无,无,2020-06-02 16:48,宣和四年的Android,1204,28,95
J4MtqjWy0,“你这是在发什么神经？”王老汉对前来派发经书的传教士问道——@不识Z  ,,无,无,无,2020-06-02 15:50,宣和四年的Android,462,24,24
J4MeHtj2Y,出生不久的小牛犊饿死了，原因是空腹不能喝牛奶——@你学Stata吗  ,,无,无,无,2020-06-02 15:13,宣和四年的Android,808,20,34
J4Ln4C42T,“我们一直忽略了一个熟悉的关键人物！”破案良久毫无进展的王警官对着镜子里的自己突然狂喜——@林伟协  ,,无,无,无,2020-06-02 13:01,宣和四年的Android,397,7,19
J4KK4iawm,出题人李老师把自己给考住了。——@林伟协  ,,无,无,无,2020-06-02 11:25,宣和四年的Android,441,6,25
J4KzcCxJN,记者到达现场时，现场只有记者——@林伟协  ,,无,无,无,2020-06-02 10:58,宣和四年的Android,709,18,42
J4Ko8903N,脑子里进的水最终会浮现在脑海里。——@东方常敏一动不动  ,,无,无,无,2020-06-02 10:31,宣和四年的Android,321,12,16
J4K5oygab,有暴力倾向的小明故意不上网课，让老师遭受网络冷暴力。——@Epitaph22616  ,,无,无,无,2020-06-02 09:45,宣和四年的Android,578,11,25
J4GdNiHgi,继黑人抬棺材后，广州推出了黑人抬花轿——老罗叔  ,,无,无,无,2020-06-01 23:55,微博 weibo.com,435,6,39
J4G4Rx6bN,火葬场开业大吉，连烧二百五十位来宾。——竹清海芋  ,,无,无,无,2020-06-01 23:33,微博 weibo.com,446,9,33
J4FVW7bEE,你屁放的这么响，是因为你穿的喇叭裤扩音吗——老罗叔  ,,无,无,无,2020-06-01 23:11,微博 weibo.com,522,19,42
J4FPrlDQO,哈姆雷特请来1000名读者旁观，自己成功将杀父仇人围殴至死——青云衿  ,,无,无,无,2020-06-01 22:55,微博 weibo.com,803,95,37
J4FGvACEf,老师的提问无人能答，只有机智的小明立刻喊道：打破0回复——青云衿  ,,无,无,无,2020-06-01 22:33,微博 weibo.com,512,14,44
J4FxA8BJv,我的意志坚如磐石，即使你打我一百枪，我也只会哼一声。——回我信息呗  ,,无,无,无,2020-06-01 22:11,微博 weibo.com,350,10,46
J4Fr5q3np,照顾因中风卧床多年的爷爷露出久违的笑容，小伙惊叹“给爷整笑了”——金馆长的大笑  ,,无,无,无,2020-06-01 21:55,微博 weibo.com,415,12,26
J4Fi9An8P,听说华盛顿DC断网了，果然还是漫威更牛逼。——@一只犀利的花蚂蚁  ,,无,无,无,2020-06-01 21:33,微博 weibo.com,847,34,49
J4F9ebjKi,很喜欢太宰治的一句话“版权归著作人所有”——野心煮酒  ,,无,无,无,2020-06-01 21:11,微博 weibo.com,1155,30,58
